Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,Quarter,Trend,Rolling_mean_5,Rolling_mean_10,Lag_1,Lag_2
44,2010-12-10,278253.28,0,36.78,2.817,126.7934,7.61,2010,12,49,4,2023,1318437.5700000005,1218782.05,2752122.08,847294.04
11,2010-12-10,1564516.43,0,53.33,2.843,214.7693037,7.564,2010,12,49,4,2024,1580730.8360000004,1315260.686,278253.28,2752122.08
19,2010-12-10,1799070.98,0,25.12,3.255,132.6764,8.067,2010,12,49,4,2025,1448251.3620000004,1335866.509,1564516.43,278253.28
10,2010-12-17,2811646.85,0,59.15,3.125,126.8794839,9.003,2010,12,50,4,2026,1841121.924,1520783.639,1799070.98,1564516.43
35,2010-12-17,1314987.4,0,31.62,3.14,136.5292811,8.763,2010,12,50,4,2027,1553694.9880000004,1504713.869,2811646.85,1799070.98
9,2010-12-17,685243.2,0,49.7,2.869,214.9334937,6.56,2010,12,50,4,2028,1635092.9720000003,1476765.2710000002,1314987.4,2811646.85
24,2010-12-17,1663525.77,0,27.99,3.301,132.6804516,8.275,2010,12,50,4,2029,1654894.8400000003,1617812.838,685243.2,1314987.4
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,2030,1673287.6300000004,1560769.496,1663525.77,685243.2
26,2010-12-17,1196813.33,0,20.61,3.139,132.6804516,8.149,2010,12,50,4,2031,1350320.9260000004,1595721.425,1891034.93,1663525.77
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,50,4,2032,1160883.6840000006,1357289.336,1196813.33,1891034.93
45,2010-12-17,1123282.85,0,30.51,3.14,182.517732,8.724,2010,12,50,4,2033,1248491.6140000005,1441792.293,367801.19,1196813.33
14,2010-12-17,2762861.41,0,30.51,3.14,182.517732,8.724,2010,12,50,4,2034,1468358.7420000003,1561626.791,1123282.85,367801.19
23,2010-12-17,2238573.48,0,23.05,3.139,132.6804516,5.287,2010,12,50,4,2035,1537866.4520000003,1605577.041,2762861.41,1123282.85
25,2010-12-17,1047707.59,0,21.6,3.14,204.6321194,7.484,2010,12,50,4,2036,1508045.3040000005,1429183.1149999998,2238573.48,2762861.41
42,2010-12-17,537455.65,0,59.15,3.125,126.8794839,9.003,2010,12,50,4,2037,1541976.1960000002,1351429.94,1047707.59,2238573.48
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50,4,2038,1735373.4160000004,1491932.515,537455.65,1047707.59
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,2010,12,50,4,2039,1326078.8960000004,1397218.819,2090268.95,537455.65
16,2010-12-17,648652.01,0,26.01,2.778,191.0303376,6.986,2010,12,50,4,2040,1008094.6020000003,1272980.527,716388.81,2090268.95
38,2010-12-17,334441.15,0,52.77,3.236,126.8794839,14.313,2010,12,50,4,2041,865441.3140000005,1186743.309,648652.01,716388.81
19,2010-12-17,1911967.44,0,26.83,3.301,132.6804516,8.067,2010,12,50,4,2042,1140343.6720000003,1341159.934,334441.15,648652.01
21,2010-12-17,1147556.83,0,48.63,2.869,211.0645458,8.163,2010,12,50,4,2043,951801.2480000004,1343587.332,1911967.44,334441.15
12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313,2010,12,50,4,2044,1067644.5560000003,1196861.726,1147556.83,1911967.44
27,2010-12-17,2350098.36,0,31.62,3.301,136.5292811,8.021,2010,12,50,4,2045,1407933.8260000006,1208014.2140000002,1295605.35,1147556.83
28,2010-12-17,1510443.62,0,52.77,3.236,126.8794839,14.313,2010,12,50,4,2046,1643134.3200000003,1254287.8170000003,2350098.36,1295605.35
43,2010-12-17,615761.77,0,56.51,2.869,203.3996521,10.21,2010,12,50,4,2047,1383893.1860000005,1262118.429,1510443.62,2350098.36
30,2010-12-17,445332.28,0,48.63,2.869,211.0645458,8.163,2010,12,50,4,2048,1243448.2760000003,1097624.7619999999,615761.77,1510443.62
34,2010-12-17,1227148.13,0,42.64,2.884,126.8794839,10.21,2010,12,50,4,2049,1229756.8320000004,1148700.6940000001,445332.28,615761.77
18,2010-12-17,1588430.71,0,27.4,3.139,132.6804516,9.331,2010,12,50,4,2050,1077423.3020000004,1242678.564,1227148.13,445332.28
11,2010-12-17,1843971.15,0,54.63,2.869,214.704919,7.564,2010,12,50,4,2051,1144128.8080000004,1393631.564,1588430.71,1227148.13
3,2010-12-17,498159.39,0,52.2,2.869,214.704919,7.564,2010,12,50,4,2052,1120608.3320000002,1252250.759,1843971.15,1588430.71
44,2010-12-17,278646.35,0,35.21,2.842,126.8794839,7.61,2010,12,50,4,2053,1087271.1460000004,1165359.7110000001,498159.39,1843971.15
4,2010-12-17,2740057.14,0,46.57,2.884,126.8794839,7.127,2010,12,50,4,2054,1389852.9480000003,1309804.89,278646.35,498159.39
32,2010-12-17,1557776.1,0,36.07,2.778,191.0303376,9.137,2010,12,50,4,2055,1383722.0260000005,1230572.664,2740057.14,278646.35
40,2010-12-17,1179036.3,0,23.01,3.139,132.6804516,5.287,2010,12,50,4,2056,1250735.0560000003,1197431.9319999998,1557776.1,2740057.14
22,2010-12-17,1527682.99,0,30.46,3.139,136.5292811,8.572,2010,12,50,4,2057,1456639.7760000005,1288624.054,1179036.3,1557776.1
8,2010-12-17,1220579.55,0,45.03,2.869,214.7510843,6.433,2010,12,50,4,2058,1645026.4160000007,1366148.781,1527682.99,1179036.3
20,2010-12-17,2819193.17,0,24.07,3.14,204.6321194,7.484,2010,12,50,4,2059,1660853.6220000004,1525353.285,1220579.55,1527682.99
15,2010-12-17,983825.15,0,25.3,3.301,132.6804516,8.067,2010,12,50,4,2060,1546063.4320000005,1464892.729,2819193.17,1220579.55
36,2010-12-17,410214.7,0,56.73,2.852,210.1787224,8.476,2010,12,50,4,2061,1392299.1120000002,1321517.084,983825.15,2819193.17
13,2010-12-17,2771646.81,0,35.21,2.842,126.8794839,7.795,2010,12,50,4,2062,1641091.8760000006,1548865.826,410214.7,983825.15
29,2010-12-17,850538.25,0,30.46,3.139,132.6804516,10.524,2010,12,50,4,2063,1567083.6160000004,1606055.016,2771646.81,410214.7
33,2010-12-17,238875.26,0,61.12,3.125,126.8794839,9.265,2010,12,50,4,2064,1051020.0340000005,1355936.828,850538.25,2771646.81
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,4,2065,1376088.3540000003,1461075.893,238875.26,850538.25
41,2010-12-17,1627904.68,0,31.51,2.778,191.0303376,7.508,2010,12,50,4,2066,1619626.3500000003,1505962.7310000001,2609166.75,238875.26
17,2010-12-17,1049372.38,0,25.13,2.842,126.8794839,6.885,2010,12,50,4,2067,1275171.4640000002,1458131.6700000002,1627904.68,2609166.75
31,2010-12-17,1714667.0,0,48.63,2.869,211.0645458,8.163,2010,12,50,4,2068,1447997.2140000002,1507540.415,1049372.38,1627904.68
39,2010-12-17,1842172.46,0,55.31,2.869,210.1787224,8.476,2010,12,50,4,2069,1768656.6540000003,1409838.344,1714667.0,1049372.38
37,2010-12-17,534285.21,0,56.73,2.869,210.1787224,8.476,2010,12,50,4,2070,1353680.3460000004,1364884.35,1842172.46,1714667.0
39,2010-12-24,2495489.25,0,58.86,2.886,210.1805602,8.476,2010,12,51,4,2071,1527197.2600000002,1573411.8050000002,534285.21,1842172.46
3,2010-12-24,605990.41,0,57.16,2.886,214.7017828,7.564,2010,12,51,4,2072,1438520.8660000004,1356846.1649999998,2495489.25,534285.21
43,2010-12-24,656637.63,0,57.15,2.886,203.4086682,10.21,2010,12,51,4,2073,1226914.9920000003,1337456.103,605990.41,2495489.25
23,2010-12-24,2734277.1,0,22.96,3.15,132.7477419,5.287,2010,12,51,4,2074,1405335.9200000004,1586996.287,656637.63,605990.41
26,2010-12-24,1573982.47,0,21.81,3.15,132.7477419,8.149,2010,12,51,4,2075,1613275.3720000004,1483477.859,2734277.1,656637.63
30,2010-12-24,519354.88,0,51.29,2.886,211.0646599,8.163,2010,12,51,4,2076,1218048.4980000004,1372622.879,1573982.47,2734277.1
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,51,4,2077,1190052.4660000005,1314286.6659999997,519354.88,1573982.47
37,2010-12-24,576809.92,0,59.1,2.886,210.1805602,8.476,2010,12,51,4,2078,1174086.9240000003,1200500.9579999999,466010.25,519354.88
14,2010-12-24,3818686.45,0,30.59,3.141,182.54459,8.724,2010,12,51,4,2079,1390968.7940000005,1398152.357,576809.92,466010.25
40,2010-12-24,1648829.18,0,24.18,3.15,132.7477419,5.287,2010,12,51,4,2080,1405938.1360000004,1509606.754,3818686.45,576809.92
36,2010-12-24,422093.59,0,59.1,2.863,210.1805602,8.476,2010,12,51,4,2081,1386485.8780000005,1302267.1879999998,1648829.18,3818686.45
15,2010-12-24,1368318.17,0,25.07,3.309,132.7477419,8.067,2010,12,51,4,2082,1566947.4620000005,1378499.9640000002,422093.59,1648829.18
44,2010-12-24,365098.24,0,34.9,2.846,126.9835806,7.61,2010,12,51,4,2083,1524605.1260000006,1349346.025,1368318.17,422093.59
21,2010-12-24,1587257.78,0,51.29,2.886,211.0646599,8.163,2010,12,51,4,2084,1078319.3920000005,1234644.0929999999,365098.24,1368318.17
20,2010-12-24,3766687.43,0,25.17,3.141,204.6376731,7.484,2010,12,51,4,2085,1501891.0420000006,1453914.5890000002,1587257.78,365098.24
17,2010-12-24,1309226.79,0,26.58,2.846,126.9835806,6.885,2010,12,51,4,2086,1679317.6820000005,1532901.78,3766687.43,1587257.78
33,2010-12-24,249246.8,0,60.43,3.236,126.9835806,9.265,2010,12,51,4,2087,1455503.4080000005,1511225.435,1309226.79,3766687.43
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,4,2088,2069685.2960000006,1797145.211,249246.8,1309226.79
4,2010-12-24,3526713.39,0,43.21,2.887,126.9835806,7.127,2010,12,51,4,2089,2457576.4180000005,1767947.905,3436007.68,249246.8
22,2010-12-24,1962445.04,0,29.76,3.15,136.597273,8.572,2010,12,51,4,2090,2096727.9400000002,1799309.491,3526713.39,3436007.68
41,2010-12-24,2225016.73,0,29.81,2.781,191.1430189,7.508,2010,12,51,4,2091,2279885.9280000003,1979601.8050000002,1962445.04,3526713.39
10,2010-12-24,3749057.69,0,57.06,3.236,126.9835806,9.003,2010,12,51,4,2092,2979848.106,2217675.757,2225016.73,1962445.04
28,2010-12-24,2026026.39,0,52.02,3.236,126.9835806,14.313,2010,12,51,4,2093,2697851.848,2383768.5719999997,3749057.69,2225016.73
12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313,2010,12,51,4,2094,2346159.1480000005,2401867.783,2026026.39,3749057.69
27,2010-12-24,3078162.08,0,31.34,3.309,136.597273,8.021,2010,12,51,4,2095,2569302.5560000003,2333015.248,1768249.89,2026026.39
24,2010-12-24,2386015.75,0,27.74,3.309,132.7477419,8.275,2010,12,51,4,2096,2601502.3600000003,2440694.1440000003,3078162.08,1768249.89
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,2097,2329280.8620000007,2654564.484,2386015.75,3078162.08
38,2010-12-24,369106.72,0,52.02,3.236,126.9835806,14.313,2010,12,51,4,2098,1997896.9280000005,2347874.388,2387950.2,2386015.75
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51,4,2099,2189761.9860000005,2267960.5670000003,369106.72,2387950.2
42,2010-12-24,555075.27,0,57.06,3.236,126.9835806,9.003,2010,12,51,4,2100,1685144.6240000005,2127223.5900000003,2727575.18,369106.72
35,2010-12-24,1779236.54,0,31.34,3.141,136.597273,8.763,2010,12,51,4,2101,1563788.7820000004,2082645.571,555075.27,2727575.18
31,2010-12-24,2068942.97,0,51.29,2.886,211.0646599,8.163,2010,12,51,4,2102,1499987.3360000006,1914634.099,1779236.54,555075.27
19,2010-12-24,2678206.42,0,26.05,3.309,132.7477419,8.067,2010,12,51,4,2103,1961807.2760000005,1979852.1020000004,2068942.97,1779236.54
11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564,2010,12,51,4,2104,1877545.3120000004,2033653.6490000002,2678206.42,2068942.97
18,2010-12-24,2027507.15,0,28.16,3.15,132.7477419,9.331,2010,12,51,4,2105,2172031.688,1928588.156,2306265.36,2678206.42
13,2010-12-24,3595903.2,0,34.9,2.846,126.9835806,7.795,2010,12,51,4,2106,2535365.0200000005,2049576.9009999998,2027507.15,2306265.36
34,2010-12-24,1620748.25,0,42.74,2.887,126.9835806,10.21,2010,12,51,4,2107,2445726.0760000004,1972856.7060000002,3595903.2,2027507.15
45,2010-12-24,1682862.03,0,30.59,3.141,182.54459,8.724,2010,12,51,4,2108,2246657.198,2104232.237,1620748.25,3595903.2
29,2010-12-24,1130926.79,0,29.76,3.15,132.7477419,10.524,2010,12,51,4,2109,2011589.4840000004,1944567.3979999996,1682862.03,1620748.25
8,2010-12-24,1511641.09,0,45.67,2.886,214.7479069,6.433,2010,12,51,4,2110,1908416.2720000006,2040223.9799999997,1130926.79,1682862.03
32,2010-12-24,1949183.14,0,30.72,2.781,191.1430189,9.137,2010,12,51,4,2111,1579072.2600000002,2057218.64,1511641.09,1130926.79
9,2010-12-24,873347.55,0,50.93,2.886,214.9301534,6.56,2010,12,51,4,2112,1429592.1200000003,1937659.098,1949183.14,1511641.09
25,2010-12-24,1295391.19,0,22.94,3.141,204.6376731,7.484,2010,12,51,4,2113,1352097.9520000003,1799377.575,873347.55,1949183.14
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,2010,12,51,4,2114,1334937.5700000003,1673263.527,1295391.19,873347.55
16,2010-12-24,1004730.69,0,32.46,2.781,191.1430189,6.986,2010,12,51,4,2115,1233555.4900000005,1570985.881,1045124.88,1295391.19
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,2116,1117182.8640000005,1348127.5620000002,1004730.69,1045124.88
19,2010-12-31,1275146.94,1,28.65,3.336,132.8150323,8.067,2010,12,52,4,2117,1197542.742,1313567.431,1367320.01,1004730.69
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,2010,12,52,4,2118,1084378.9200000004,1218238.4360000002,1275146.94,1367320.01
30,2010-12-31,397631.02,1,47.19,2.943,211.064774,8.163,2010,12,52,4,2119,954880.1480000004,1144908.859,729572.08,1275146.94
25,2010-12-31,623092.54,1,25.89,3.179,204.6432267,7.484,2010,12,52,4,2120,878552.5180000004,1056054.004,397631.02,729572.08
20,2010-12-31,1799737.79,1,28.85,3.179,204.6432267,7.484,2010,12,52,4,2121,965036.0740000004,1041109.4689999999,623092.54,397631.02
36,2010-12-31,359310.65,1,52.88,2.949,210.182398,8.476,2010,12,52,4,2122,781868.8160000003,989705.7790000001,1799737.79,623092.54
42,2010-12-31,428953.6,1,49.67,3.148,127.0876774,9.003,2010,12,52,4,2123,721745.1200000003,903062.0200000001,359310.65,1799737.79
38,2010-12-31,303908.81,1,45.64,3.148,127.0876774,14.313,2010,12,52,4,2124,703000.6780000004,828940.413,428953.6,359310.65
28,2010-12-31,1090558.57,1,45.64,3.148,127.0876774,14.313,2010,12,52,4,2125,796493.8840000003,837523.201,303908.81,428953.6
24,2010-12-31,1208600.05,1,25.9,3.336,132.8150323,8.275,2010,12,52,4,2126,678266.3360000004,821651.2050000001,1090558.57,303908.81
16,2010-12-31,575317.38,1,19.66,2.829,191.2557002,6.986,2010,12,52,4,2127,721467.6820000004,751668.2490000001,1208600.05,1090558.57
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,2010,12,52,4,2128,870077.5820000004,795911.351,575317.38,1208600.05
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,52,4,2129,868931.8560000004,785966.267,1172003.1,575317.38
10,2010-12-31,1707298.14,1,49.67,3.148,127.0876774,9.003,2010,12,52,4,2130,992279.7700000003,894386.8269999999,298180.18,1172003.1
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,4,2131,1100646.6700000004,889456.5029999999,1707298.14,298180.18
22,2010-12-31,774262.28,1,28.49,3.177,136.665265,8.572,2010,12,52,4,2132,1140435.6500000004,930951.666,1750434.55,1707298.14
9,2010-12-31,459770.85,1,45.92,2.943,214.9268131,6.56,2010,12,52,4,2133,997989.2000000004,934033.3910000001,774262.28,1750434.55
33,2010-12-31,219804.85,1,52.91,3.148,127.0876774,9.265,2010,12,52,4,2134,982314.1340000003,925622.9949999999,459770.85,774262.28
31,2010-12-31,1198071.6,1,47.19,2.943,211.064774,8.163,2010,12,52,4,2135,880468.8260000004,936374.2980000001,219804.85,459770.85
32,2010-12-31,955463.84,1,27.7,2.829,191.2557002,9.137,2010,12,52,4,2136,721474.6840000005,911060.6769999999,1198071.6,219804.85
44,2010-12-31,241937.11,1,26.79,2.868,127.0876774,7.61,2010,12,52,4,2137,615009.6500000004,877722.65,955463.84,1198071.6
23,2010-12-31,1169773.85,1,19.05,3.177,132.8150323,5.287,2010,12,52,4,2138,757010.2500000003,877499.725,241937.11,955463.84
39,2010-12-31,1230012.16,1,52.45,2.943,210.182398,8.476,2010,12,52,4,2139,959051.7120000003,970682.9230000001,1169773.85,241937.11
13,2010-12-31,1675292.0,1,26.79,2.868,127.0876774,7.795,2010,12,52,4,2140,1054495.7920000004,967482.309,1230012.16,1169773.85
27,2010-12-31,1440963.0,1,29.59,3.336,136.665265,8.021,2010,12,52,4,2141,1151595.6240000003,936535.1539999999,1675292.0,1230012.16
14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724,2010,12,52,4,2142,1427951.4940000004,1021480.572,1440963.0,1675292.0
21,2010-12-31,672903.23,1,47.19,2.943,211.064774,8.163,2010,12,52,4,2143,1328577.3700000003,1042793.8100000002,1623716.46,1440963.0
45,2010-12-31,679156.2,1,29.67,3.179,182.5714479,8.724,2010,12,52,4,2144,1218406.1780000005,1088728.9449999998,672903.23,1623716.46
12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,2010,12,52,4,2145,1061695.1600000004,1058095.476,679156.2,672903.23
43,2010-12-31,534740.3,1,48.61,2.943,203.4176843,10.21,2010,12,52,4,2146,880450.6200000005,1016023.1220000001,891736.91,679156.2
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52,4,2147,848517.3320000004,1138234.4130000002,534740.3,891736.91
15,2010-12-31,543754.17,1,26.54,3.336,132.8150323,8.067,2010,12,52,4,2148,822687.5200000003,1075632.445,1464050.02,534740.3
35,2010-12-31,576332.05,1,29.59,3.179,136.665265,8.763,2010,12,52,4,2149,802122.6900000004,1010264.434,543754.17,1464050.02
26,2010-12-31,877268.29,1,18.73,3.177,132.8150323,8.149,2010,12,52,4,2150,799228.9660000004,930462.0630000001,576332.05,543754.17
40,2010-12-31,811318.3,1,19.29,3.177,132.8150323,5.287,2010,12,52,4,2151,854544.5660000003,867497.593,877268.29,576332.05
4,2010-12-31,1794868.74,1,38.09,2.955,127.0876774,7.127,2010,12,52,4,2152,920708.3100000005,884612.8210000001,811318.3,877268.29
37,2010-12-31,460331.7,1,52.88,2.943,210.182398,8.476,2010,12,52,4,2153,904023.8160000003,863355.668,1794868.74,811318.3
18,2010-12-31,887907.01,1,26.1,3.177,132.8150323,9.331,2010,12,52,4,2154,966338.8080000004,884230.7490000001,460331.7,1794868.74
34,2010-12-31,902109.69,1,34.11,2.955,127.0876774,10.21,2010,12,52,4,2155,971307.0880000002,885268.027,887907.01,460331.7
8,2010-12-31,773586.49,1,41.47,2.943,214.7447295,6.433,2010,12,52,4,2156,963760.7260000004,909152.6460000001,902109.69,887907.01
17,2010-12-31,635862.55,1,20.79,2.868,127.0876774,6.885,2010,12,52,4,2157,731959.4880000004,826333.899,773586.49,902109.69
41,2010-12-31,1001790.16,1,25.19,2.829,191.2557002,7.508,2010,12,52,4,2158,840251.1800000003,872137.498,635862.55,773586.49
29,2010-12-31,465992.02,1,28.49,3.177,132.8150323,10.524,2010,12,52,4,2159,755868.1820000004,861103.4949999999,1001790.16,635862.55
3,2010-12-31,382677.76,1,53.2,2.943,214.6986466,7.564,2010,12,52,4,2160,651981.7960000003,811644.442,465992.02,1001790.16
21,2011-01-07,629152.06,0,44.24,2.976,211.0648881,8.028,2011,1,1,1,2161,623094.9100000004,793427.8180000001,382677.76,465992.02
27,2011-01-07,1568159.48,0,34.42,3.351,136.7332569,7.827,2011,1,1,1,2162,809554.2960000003,770756.892,629152.06,382677.76
32,2011-01-07,1046416.17,0,23.78,2.882,191.3683815,8.818,2011,1,1,1,2163,818479.4980000004,829365.3389999999,1568159.48,629152.06
20,2011-01-07,1843030.95,0,31.43,3.193,204.6487803,7.343,2011,1,1,1,2164,1093887.2840000005,924877.733,1046416.17,1568159.48
24,2011-01-07,1178641.71,0,30.72,3.351,132.8823226,8.252,2011,1,1,1,2165,1253080.0740000005,952530.9350000002,1843030.95,1046416.17
37,2011-01-07,542464.02,0,54.11,2.976,210.1842358,8.395,2011,1,1,1,2166,1235742.4660000005,929418.6880000001,1178641.71,1843030.95
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,1,2167,1273720.7280000006,1041637.5119999999,542464.02,1178641.71
12,2011-01-07,910110.24,0,37.64,3.287,127.1917742,14.021,2011,1,1,1,2168,1246459.5420000004,1032469.5199999999,1758050.79,542464.02
11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551,2011,1,1,1,2169,1113634.4400000004,1103760.862,910110.24,1758050.79
3,2011-01-07,378241.34,0,53.35,2.976,214.6955104,7.551,2011,1,1,1,2170,953554.3660000004,1103317.22,1178905.44,910110.24
10,2011-01-07,1714309.9,0,43.43,3.287,127.1917742,8.744,2011,1,1,1,2171,1187923.5420000006,1211833.004,378241.34,1178905.44
14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,1,1,1,2172,1209262.6040000003,1241491.666,1714309.9,378241.34
42,2011-01-07,592947.75,0,43.43,3.287,127.1917742,8.744,2011,1,1,1,2173,1145830.1060000001,1196144.8239999998,1864746.1,1714309.9
15,2011-01-07,509640.77,0,30.53,3.351,132.8823226,7.771,2011,1,1,1,2174,1011977.1720000005,1062805.806,592947.75,1864746.1
23,2011-01-07,1122034.48,0,27.81,3.193,132.8823226,5.114,2011,1,1,1,2175,1160735.8000000003,1057145.083,509640.77,592947.75
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,1,2176,1106820.2760000003,1147371.909,1122034.48,509640.77
22,2011-01-07,873954.7,0,32.56,3.193,136.7332569,8.458,2011,1,1,1,2177,908661.9960000005,1058962.3,1444732.28,1122034.48
8,2011-01-07,873065.23,0,35.77,2.976,214.7415521,6.262,2011,1,1,1,2178,964685.4920000003,1055257.799,873954.7,1444732.28
13,2011-01-07,1744544.39,0,16.94,2.891,127.1917742,7.47,2011,1,1,1,2179,1211666.2160000002,1111821.6940000001,873065.23,873954.7
4,2011-01-07,1862476.27,0,39.34,2.98,127.1917742,6.51,2011,1,1,1,2180,1359754.5740000005,1260245.1870000002,1744544.39,873065.23
9,2011-01-07,490981.78,0,41.82,2.976,214.9234729,6.416,2011,1,1,1,2181,1169004.4740000002,1137912.375,1862476.27,1744544.39
34,2011-01-07,900646.94,0,24.5,2.98,127.1917742,10.398,2011,1,1,1,2182,1174342.9220000005,1041502.459,490981.78,1862476.27
45,2011-01-07,680254.35,0,34.32,3.193,182.5983058,8.549,2011,1,1,1,2183,1135780.7460000003,1050233.119,900646.94,490981.78
33,2011-01-07,243948.82,0,46.25,3.287,127.1917742,8.951,2011,1,1,1,2184,835661.6320000004,1023663.924,680254.35,900646.94
19,2011-01-07,1224175.99,0,31.34,3.351,132.8823226,7.771,2011,1,1,1,2185,708001.5760000004,1033878.075,243948.82,680254.35
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,2011,1,1,1,2186,742038.0080000004,955521.241,1224175.99,243948.82
40,2011-01-07,894280.19,0,24.05,3.193,132.8823226,5.114,2011,1,1,1,2187,740764.6580000004,957553.79,661163.94,1224175.99
18,2011-01-07,933960.3,0,30.1,3.193,132.8823226,9.131,2011,1,1,1,2188,791505.8480000003,963643.2969999999,894280.19,661163.94
28,2011-01-07,1402902.47,0,37.64,3.287,127.1917742,14.021,2011,1,1,1,2189,1023296.5780000003,929479.1050000001,933960.3,894280.19
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1,1,2190,1048549.7160000004,878275.646,1402902.47,933960.3
29,2011-01-07,455952.18,0,32.56,3.193,132.8823226,10.256,2011,1,1,1,2191,1007507.3640000004,874772.686,1350441.68,1402902.47
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,1,1,2192,885920.7780000003,813342.718,455952.18,1350441.68
41,2011-01-07,1153596.53,0,23.76,2.882,191.3683815,7.241,2011,1,1,1,2193,929848.0240000004,860676.936,286347.26,455952.18
39,2011-01-07,1224475.12,0,52.74,2.976,210.1842358,8.395,2011,1,1,1,2194,894162.5540000005,958729.566,1153596.53,286347.26
35,2011-01-07,649289.75,0,34.42,3.193,136.7332569,8.549,2011,1,1,1,2195,753932.1680000003,901240.942,1224475.12,1153596.53
16,2011-01-07,573545.96,0,12.39,2.882,191.3683815,6.614,2011,1,1,1,2196,777450.9240000003,892479.144,649289.75,1224475.12
17,2011-01-07,1083071.14,0,6.23,2.891,127.1917742,6.866,2011,1,1,1,2197,936795.7000000004,911358.2390000001,573545.96,649289.75
26,2011-01-07,938149.21,0,21.13,3.193,132.8823226,7.907,2011,1,1,1,2198,893706.2360000003,911777.1300000001,1083071.14,573545.96
43,2011-01-07,611796.61,0,40.47,2.976,203.4267005,10.398,2011,1,1,1,2199,771170.5340000002,832666.544,938149.21,1083071.14
36,2011-01-07,384659.85,0,54.11,2.942,210.1842358,8.395,2011,1,1,1,2200,718244.5540000004,736088.3609999999,611796.61,938149.21
44,2011-01-07,288320.38,0,16.94,2.891,127.1917742,7.224,2011,1,1,1,2201,661199.4380000003,719325.181,384659.85,611796.61
31,2011-01-07,1311986.87,0,44.24,2.976,211.0648881,8.028,2011,1,1,1,2202,706982.5840000004,821889.142,288320.38,384659.85
38,2011-01-07,386344.54,0,37.64,3.287,127.1917742,14.021,2011,1,1,1,2203,596621.6500000004,745163.943,1311986.87,288320.38
25,2011-01-07,558794.63,0,29.0,3.193,204.6487803,7.343,2011,1,1,1,2204,586021.2540000004,678595.894,386344.54,1311986.87
30,2011-01-07,451077.21,0,44.24,2.976,211.0648881,8.028,2011,1,1,1,2205,599304.7260000004,658774.6399999999,558794.63,386344.54
23,2011-01-14,1016756.1,0,18.2,3.215,132.9510645,5.114,2011,1,2,1,2206,744991.8700000003,703095.6539999999,451077.21,558794.63
31,2011-01-14,1350730.31,0,34.14,2.983,211.1176713,8.028,2011,1,2,1,2207,752740.5580000004,729861.571,1016756.1,451077.21
38,2011-01-14,356138.79,0,43.15,3.312,127.3009355,14.021,2011,1,2,1,2208,746699.4080000004,671660.529,1350730.31,1016756.1
16,2011-01-14,470365.59,0,17.46,2.911,191.4784939,6.614,2011,1,2,1,2209,729013.6000000003,657517.4269999999,356138.79,1350730.31
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2,1,2210,900037.0680000003,749670.8970000001,470365.59,356138.79
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,1,2211,974888.6400000004,859940.2550000001,1306194.55,470365.59
34,2011-01-14,898610.33,0,30.75,2.992,127.3009355,10.398,2011,1,2,1,2212,884464.6440000003,818602.601,1391013.96,1306194.55
